iteration,theta,residual_norm,grad_norm,step_norm,accepted_step,converged
0,3.927692960274734,2.8027461391552158,2.8138102803104745,2.792863136541122,1.0,False
1,1.493895038683184,1.7285225128318022,1.73977294837638,1.7192850118484886,1.0,False
2,1.0910842535324952,1.4772164726488093,1.541858034276413,0.36657138950614876,0.25,False
3,0.5839582681488023,1.0807018720709263,1.0869645415237053,0.06719527005316887,0.0625,False
4,0.5089753182981244,1.0089353976326971,1.645944678961822,0.010378160064966975,0.015625,False
5,0.4403285322182247,0.9384333031369089,46.61164142241958,0.004786728790080018,0.125,False
6,0.02758206382546168,0.2348704486539832,156.1327783834158,0.0007144854592960385,1.0,False
7,0.00030353714270508754,0.024638877519281902,8.277863255827025,0.00022241870366636988,1.0,False
8,1.299065752030598e-06,0.0016118720495315985,0.1935321800722201,1.918286269382816e-05,1.0,False
9,5.2990891675715163e-11,1.029474542431382e-05,0.0011513485959063813,1.2442917397712442e-07,1.0,False
10,7.386744492818954e-18,3.843629662914718e-09,1.920035639984107e-06,0.0,0.0,True
