1.855972472713139296e-02,4.016992355200125348e-02
2.842173521406920339e-02,3.209377313234124118e-02
3.830009459418785844e-02,2.399389005514599230e-02
4.818933576120516121e-02,1.587429622458833012e-02
5.808396744890020891e-02,7.739050186188513314e-03
6.797848675899344217e-02,-4.077598789491985228e-04
7.786739177162714520e-02,-8.562023299089890210e-03
8.774519416622289514e-02,-1.671961416265446698e-02
9.760643178027497702e-02,-2.487639864055532155e-02
1.074456810341831714e-01,-3.302824234520204683e-02
1.172575691514796542e-01,-4.117101769092793018e-02
1.270367861057929981e-01,-4.930061122058760487e-02
1.367780962285570778e-01,-5.741293086331426127e-02
1.464763494147753864e-01,-6.550391308899382314e-02
1.561264918680521641e-01,-7.356952992584663009e-02
1.657235763305236753e-01,-8.160579580863393245e-02
1.752627717482308223e-01,-8.960877422637839040e-02
1.847393723277472588e-01,-9.757458414011321857e-02
1.941488059454866688e-01,-1.054994061430270663e-01
2.034866418769435414e-01,-1.133794883373951262e-01
2.127485978191209492e-01,-1.212111519049360181e-01
2.219305461854619854e-01,-1.289907963495744714e-01
2.310285196586532586e-01,-1.367149043940823760e-01
2.400387159926749836e-01,-1.443800465146478362e-01
2.489575020612815326e-01,-1.519828851000546155e-01
2.577814171557276102e-01,-1.595201782248091005e-01
2.665071755399069930e-01,-1.669887830282352492e-01
2.751316682760771015e-01,-1.743856586941898157e-01
2.836519643390170153e-01,-1.817078690286439979e-01
2.920653110407041564e-01,-1.889525846348959759e-01
3.003691337914244364e-01,-1.961170846886019226e-01
3.085610352266082157e-01,-2.031987583171067369e-01
3.166387937315821577e-01,-2.101951055897378351e-01
3.246003613988891479e-01,-2.171037381277292067e-01
3.324438614548023141e-01,-2.239223793443172461e-01
3.401675851931943995e-01,-2.306488643272230354e-01
3.477699884560108146e-01,-2.372811393772500388e-01
3.552496877002726539e-01,-2.438172612180582455e-01
3.626054556918114069e-01,-2.502553958933058653e-01
3.698362168658355653e-01,-2.565938173683198764e-01
3.769410423940187105e-01,-2.628309058542245835e-01
3.839191449970424386e-01,-2.689651458730646372e-01
3.907698735405298329e-01,-2.749951240828790722e-01
3.974927074510472003e-01,-2.809195268819601465e-01
4.040872509873978391e-01,-2.867371378116290170e-01
4.105532274007985816e-01,-2.924468347768374721e-01
4.168904730157597105e-01,-2.980475871037361890e-01
4.230989312615978104e-01,-3.035384524530549410e-01
4.291786466825536217e-01,-3.089185736077542654e-01
4.351297589524653064e-01,-3.141871751529010659e-01
4.409524969178832965e-01,-3.193435600651349238e-01
4.466471726914775231e-01,-3.243871062284567341e-01
4.522141758155228675e-01,-3.293172628923196066e-01
4.576539675132459406e-01,-3.341335470872640045e-01
4.629670750438447668e-01,-3.388355400125060424e-01
4.681540861750922433e-01,-3.434228834090629623e-01
4.732156437855926101e-01,-3.478952759311308429e-01
4.781524406070173372e-01,-3.522524695275685569e-01
4.829652141149716194e-01,-3.564942658444564261e-01
4.876547415755825843e-01,-3.606205126588442056e-01
4.922218352534228347e-01,-3.646311003529330019e-01
4.966673377850112092e-01,-3.685259584371015085e-01
5.009921177208644938e-01,-3.723050521293789772e-01
5.051970652379069726e-01,-3.759683789981586033e-01
5.092830880229713975e-01,-3.795159656742047027e-01
5.132511073271583957e-01,-3.829478646372801998e-01
5.171020541899474798e-01,-3.862641510820242208e-01
5.208368658311667287e-01,-3.894649198670786516e-01
5.244564822082412592e-01,-3.925502825508435656e-01
5.279618427355228238e-01,-3.955203645166798787e-01
5.313538831619801783e-01,-3.983753021898633895e-01
5.346335326030691171e-01,-4.011152403481000328e-01
5.378017107222251569e-01,-4.037403295269916259e-01
5.408593250570911115e-01,-4.062507235214303236e-01
5.438072684853447747e-01,-4.086465769835623818e-01
5.466464168247837652e-01,-4.109280431176300930e-01
5.493776265621739263e-01,-4.130952714717492369e-01
5.520017327052679779e-01,-4.151484058264223176e-01
5.545195467523346133e-01,-4.170875821794038374e-01
5.569318547735223612e-01,-4.189129268263632744e-01
5.592394155983867465e-01,-4.206245545366667504e-01
5.614429591039649114e-01,-4.222225668234962370e-01
5.635431845978425835e-01,-4.237070503074608641e-01
5.655407592907595316e-01,-4.250780751728243101e-01
5.674363168534248825e-01,-4.263356937154492710e-01
5.692304560523389068e-01,-4.274799389815859829e-01
5.709237394595891857e-01,-4.285108234966796270e-01
5.725166922317440621e-01,-4.294283380834141850e-01
5.740098009531637846e-01,-4.302324507683175092e-01
5.754035125392383820e-01,-4.309231057763487360e-01
5.766982331952654750e-01,-4.315002226130123519e-01
5.778943274269021657e-01,-4.319636952336901592e-01
5.789921170983414189e-01,-4.323133913000368755e-01
5.799918805345968265e-01,-4.325491515234589079e-01
5.808938516645123507e-01,-4.326707890958839120e-01
5.816982192013598896e-01,-4.326780892082224828e-01
5.824051258581290913e-01,-4.325708086571392053e-01
5.830146675948719714e-01,-4.323486755409673421e-01
5.835268928957222379e-01,-4.320113890458222583e-01
5.839418020734656878e-01,-4.315586193232195389e-01
5.842593465998208169e-01,-4.309900074607253551e-01
5.844794284598527900e-01,-4.303051655474307013e-01
5.846018995292270315e-01,-4.295036768362726631e-01
5.846265609733062307e-01,-4.285850960054912173e-01
5.845531626673806658e-01,-4.275489495217466573e-01
5.843814026376300541e-01,-4.263947361076860232e-01
5.841109265227325542e-01,-4.251219273169690727e-01
5.837413270563559520e-01,-4.237299682200359463e-01
5.832721435711031299e-01,-4.222182782040919680e-01
5.827028615248288634e-01,-4.205862518910427061e-01
5.820329120506092524e-01,-4.188332601772919994e-01
5.812616715320094718e-01,-4.169586513995303112e-01
5.803884612056976477e-01,-4.149617526307982640e-01
5.794125467938427976e-01,-4.128418711112847861e-01
5.783331381691683148e-01,-4.105982958184262732e-01
5.771493890559659112e-01,-4.082302991809905746e-01
5.758603967708374460e-01,-4.057371389418938934e-01
5.744652020074095811e-01,-4.031180601745248393e-01
5.729627886697692407e-01,-4.003722974573534210e-01
5.713520837598874413e-01,-3.974990772115388760e-01
5.696319573248471713e-01,-3.944976202061499793e-01
5.678012224702549959e-01,-3.913671442354573204e-01
5.658586354468121415e-01,-3.881068669725300513e-01
5.638028958176293237e-01,-3.847160090030899982e-01
5.616326467145119627e-01,-3.811937970432185963e-01
5.593464751920970146e-01,-3.775394673440782833e-01
5.569429126894097637e-01,-3.737522692862973450e-01
5.544204356091043673e-01,-3.698314691660594122e-01
5.517774660253698116e-01,-3.657763541742494184e-01
5.490123725322273440e-01,-3.615862365692097957e-01
5.461234712446764172e-01,-3.572604580427638510e-01
5.431090269659162306e-01,-3.527983942781667825e-01
5.399672545346173580e-01,-3.481994596975168110e-01
5.366963203669806726e-01,-3.434631123949555276e-01
5.332943442090672947e-01,-3.385888592506198225e-01
5.297594011156094851e-01,-3.335762612188727383e-01
5.260895236722276103e-01,-3.284249387827549715e-01
5.222827044786382267e-01,-3.231345775649215879e-01
5.183368989110636038e-01,-3.177049340835333413e-01
5.142500281826183350e-01,-3.121358416396758373e-01
5.100199827209273007e-01,-3.064272163208831556e-01
