iteration,theta,residual_norm,grad_norm,step_norm,accepted_step,converged
0,0.5101001599469673,1.010049662092877,1280.690759842853,0.009770895079367469,7.62939453125e-06,False
1,0.49149858634466026,0.9914621388077915,5.79962131769425,0.011327385386121581,0.001953125,False
2,0.35733806795911094,0.8453851997274509,171.46861579687595,0.010465613757133542,6.103515625e-05,False
3,0.3340509145064016,0.8173749623109355,97.95138452185539,0.01195695611839055,0.0001220703125,False
4,0.18391774742685002,0.6064944310162296,61.53667514020997,0.007511801164576413,0.0001220703125,False
5,0.03373771572680106,0.2597603346425357,18.407041101259793,0.002246953259431127,0.0001220703125,False
6,0.01729781681107649,0.18599901511070693,3.732946692249063,0.00045568196926868446,0.0001220703125,False
7,0.01661061563253477,0.18226692312394352,0.8076241333360187,9.858693033886947e-05,0.0001220703125,False
8,0.016571636591219636,0.18205294060365868,0.34938169390358503,0.00034119306045271976,0.0009765625,False
9,0.01656395043369115,0.18201071635313756,1.3961388887243977,0.00017042711043998996,0.0001220703125,False
10,0.016466594347987962,0.18147503601315507,0.4644120083986809,0.0001133818379879592,0.000244140625,False
11,0.016448739206219937,0.18137662035786165,0.6029189339312937,0.00014719700535431975,0.000244140625,False
12,0.01644049579970377,0.18133116554913428,0.8476366829051838,0.0001034712747686992,0.0001220703125,False
13,0.01640058768697924,0.181110947692177,0.3876627364426463,0.0001892884455286359,0.00048828125,False
14,0.01638500148326017,0.18102486836487505,0.952750680723911,0.00011630257333055554,0.0001220703125,False
15,0.01633784678859003,0.18076419329386023,0.42269066413744383,0.00010319596292418062,0.000244140625,False
16,0.01631723320754438,0.1806501215473955,0.5451865595481957,0.00013310218738969622,0.000244140625,False
17,0.01630593802798893,0.18058758555332052,0.7883510253029378,9.623425601842502e-05,0.0001220703125,False
18,0.0162716002571238,0.1803973406518167,0.4048915137467407,0.00019770093444665074,0.00048828125,False
19,0.016264116857917434,0.18035585301241228,1.0861620213814274,0.00013258813737566252,0.0001220703125,False
20,0.0162085489224697,0.18004748774959178,0.49727535516920773,0.00012140511600810736,0.000244140625,False
21,0.016193632370711187,0.17996462080481923,0.7231630794516609,8.827674309712658e-05,0.0001220703125,False
22,0.016164202175552582,0.17980101320933975,0.41285767374951193,0.00020159066101050387,0.00048828125,False
23,0.016159646024908214,0.1797756714625659,1.1553433578986527,0.00014103312474348788,0.0001220703125,False
24,0.016101296751108995,0.179450810815159,0.5625043883756844,0.00013733017294328232,0.000244140625,False
25,0.016093660647556372,0.1794082531410212,0.8917102457573981,0.00010885134835905739,0.0001220703125,False
26,0.01605555730011421,0.1791957438117,0.4897329401941805,0.00011956370610209485,0.000244140625,False
27,0.01604008323357921,0.1791093701266308,0.7420567714518689,9.058310198387071e-05,0.0001220703125,False
28,0.01601094245248687,0.17894659791394119,0.4523042028410304,0.00011042583077173594,0.000244140625,False
29,0.015991490706064804,0.17883786347451597,0.6597483629735494,8.053568883954461e-05,0.0001220703125,False
30,0.015966498096980395,0.17869805873025255,0.4348392580004018,0.00010616192822275434,0.000244140625,False
31,0.01594500043573626,0.17857771661512675,0.6201141187373587,7.569752425993148e-05,0.0001220703125,False
32,0.01592183467581313,0.17844794577586556,0.4299738498739678,0.00010497408444188667,0.000244140625,False
33,0.01589947753165152,0.17832261512018896,0.6112789495177078,7.461901239229831e-05,0.0001220703125,False
34,0.015876806181983203,0.1781954330614744,0.43502400736073005,0.00010620703304705323,0.000244140625,False
35,0.015854602481271084,0.17807078638154594,0.6299909829281186,7.69031961582176e-05,0.0001220703125,False
36,0.015831414767326857,0.1779405224636977,0.45070522042388705,0.00011003545420505055,0.000244140625,False
37,0.015810642068480776,0.17782374458142972,0.6804748947181005,8.306578304664313e-05,0.0001220703125,False
38,0.015785829434780376,0.17768415480723304,0.48144581373054984,0.00011754048186781002,0.000244140625,False
39,0.015768659399994066,0.17758749618142639,0.7758345875954954,9.470637055609075e-05,0.0001220703125,False
40,0.0157405355164293,0.17742905915564844,0.5374019164165494,0.00013120163975013414,0.000244140625,False
41,0.01573138118294592,0.1773774573216446,0.9425117854523649,0.00011505270818510314,0.0001220703125,False
42,0.01569677969214183,0.17718227728608654,0.6388406786926142,7.79834812857195e-05,0.0001220703125,False
43,0.015673986376323043,0.17705358723461687,0.48673988267112667,0.00011883297916775553,0.000244140625,False
44,0.01565679715324019,0.17695647574044976,0.8115592811366841,9.906729506063038e-05,0.0001220703125,False
45,0.015628653758853823,0.17679736286977712,0.5906873805328439,7.210539313145067e-05,0.0001220703125,False
46,0.015607307736929659,0.1766765843960634,0.4755325573720313,0.00011609681576465608,0.000244140625,False
47,0.015587968901563673,0.17656709150667727,0.7864551836380212,9.600283003393814e-05,0.0001220703125,False
48,0.015561296396574826,0.1764159652445029,0.5976164941804235,7.295123219975873e-05,0.0001220703125,False
