iteration,theta,residual_norm,grad_norm,step_norm,accepted_step,converged
63,0.014702394099505384,0.17147824409822596,32670.23575650467,1.6372016973983452e-17,1.8189894035458565e-12,False
64,0.014702394099505378,0.17147824409822593,32670.235756504666,8.186008486991723e-18,9.094947017729282e-13,False
65,0.014702394099505378,0.17147824409822593,32670.235756504666,1.6372016973983446e-17,1.8189894035458565e-12,False
66,0.014702394099505373,0.1714782440982259,32670.23575650466,8.186008486991723e-18,9.094947017729282e-13,False
67,0.014702394099505373,0.1714782440982259,32670.23575650466,8.186008486991723e-18,9.094947017729282e-13,False
68,0.014702394099505373,0.1714782440982259,32670.23575650466,8.186008486991723e-18,9.094947017729282e-13,False
69,0.014702394099505373,0.1714782440982259,32670.23575650466,8.186008486991723e-18,9.094947017729282e-13,False
70,0.01470239409950537,0.17147824409822587,32670.235756504655,8.186008486991721e-18,9.094947017729282e-13,False
71,0.01470239409950537,0.17147824409822587,32670.235756504655,1.6372016973983443e-17,1.8189894035458565e-12,False
72,0.014702394099505365,0.17147824409822585,32670.235756504644,8.186008486991718e-18,9.094947017729282e-13,False
73,0.014702394099505365,0.17147824409822585,32670.235756504644,8.18600848699172e-18,9.094947017729282e-13,False
74,0.014702394099505365,0.17147824409822585,32670.235756504644,1.637201697398344e-17,1.8189894035458565e-12,False
75,0.01470239409950536,0.17147824409822582,32670.23575650464,8.18600848699172e-18,9.094947017729282e-13,False
76,0.01470239409950536,0.17147824409822582,32670.235756504637,1.6372016973983436e-17,1.8189894035458565e-12,False
77,0.014702394099505354,0.1714782440982258,32670.235756504633,8.186008486991717e-18,9.094947017729282e-13,False
78,0.014702394099505354,0.1714782440982258,32670.235756504633,8.186008486991717e-18,9.094947017729282e-13,False
79,0.014702394099505354,0.1714782440982258,32670.235756504633,8.186008486991717e-18,9.094947017729282e-13,False
80,0.01470239409950535,0.17147824409822576,32670.235756504622,8.186008486991717e-18,9.094947017729282e-13,False
81,0.01470239409950535,0.17147824409822576,32670.235756504622,8.186008486991717e-18,9.094947017729282e-13,False
82,0.01470239409950535,0.17147824409822576,32670.235756504622,1.6372016973983433e-17,1.8189894035458565e-12,False
83,0.014702394099505346,0.17147824409822573,32670.23575650462,8.186008486991715e-18,9.094947017729282e-13,False
84,0.014702394099505346,0.17147824409822573,32670.235756504615,1.6372016973983427e-17,1.8189894035458565e-12,False
85,0.01470239409950534,0.1714782440982257,32670.23575650461,8.186008486991714e-18,9.094947017729282e-13,False
86,0.01470239409950534,0.1714782440982257,32670.23575650461,8.186008486991714e-18,9.094947017729282e-13,False
87,0.01470239409950534,0.1714782440982257,32670.23575650461,8.186008486991714e-18,9.094947017729282e-13,False
88,0.01470239409950534,0.1714782440982257,32670.23575650461,8.186008486991701e-18,9.094947017729282e-13,False
89,0.014702394099505337,0.17147824409822568,32670.2357565046,8.18600848699171e-18,9.094947017729282e-13,False
90,0.014702394099505337,0.17147824409822568,32670.2357565046,1.637201697398342e-17,1.8189894035458565e-12,False
91,0.014702394099505332,0.17147824409822565,32670.235756504597,8.18600848699171e-18,9.094947017729282e-13,False
92,0.014702394099505332,0.17147824409822565,32670.235756504597,1.6372016973983375e-17,1.8189894035458565e-12,False
93,0.014702394099505326,0.17147824409822562,32670.23575650459,8.186008486991684e-18,9.094947017729282e-13,False
94,0.014702394099505326,0.17147824409822562,32670.23575650459,8.186008486991684e-18,9.094947017729282e-13,False
95,0.014702394099505326,0.17147824409822562,32670.23575650459,1.637201697398337e-17,1.8189894035458565e-12,False
96,0.014702394099505321,0.1714782440982256,32670.235756504582,8.186008486991684e-18,9.094947017729282e-13,False
97,0.014702394099505321,0.1714782440982256,32670.235756504582,8.186008486991684e-18,9.094947017729282e-13,False
98,0.014702394099505321,0.1714782440982256,32670.23575650458,8.186008486991681e-18,9.094947017729282e-13,False
99,0.014702394099505318,0.17147824409822557,32670.235756504575,8.186008486991681e-18,9.094947017729282e-13,False
100,0.014702394099505318,0.17147824409822557,32670.235756504575,8.186008486991684e-18,9.094947017729282e-13,False
101,0.014702394099505318,0.17147824409822557,32670.235756504575,1.637201697398337e-17,1.8189894035458565e-12,False
102,0.014702394099505313,0.17147824409822554,32670.235756504568,8.18600848699168e-18,9.094947017729282e-13,False
103,0.014702394099505313,0.17147824409822554,32670.235756504568,1.637201697398336e-17,1.8189894035458565e-12,False
104,0.014702394099505307,0.1714782440982255,32670.235756504564,8.18600848699168e-18,9.094947017729282e-13,False
105,0.014702394099505307,0.1714782440982255,32670.235756504564,1.637201697398336e-17,1.8189894035458565e-12,False
106,0.014702394099505302,0.17147824409822549,32670.235756504553,8.18600848699168e-18,9.094947017729282e-13,False
107,0.014702394099505302,0.17147824409822549,32670.235756504553,8.18600848699168e-18,9.094947017729282e-13,False
108,0.014702394099505302,0.17147824409822549,32670.235756504553,8.18600848699168e-18,9.094947017729282e-13,False
109,0.014702394099505302,0.17147824409822549,32670.235756504553,8.18600848699168e-18,9.094947017729282e-13,False
110,0.014702394099505299,0.17147824409822546,32670.23575650455,8.186008486991677e-18,9.094947017729282e-13,False
111,0.014702394099505299,0.17147824409822546,32670.235756504546,1.6372016973983353e-17,1.8189894035458565e-12,False
112,0.014702394099505293,0.17147824409822543,32670.235756504542,8.186008486991675e-18,9.094947017729282e-13,False
113,0.014702394099505293,0.17147824409822543,32670.235756504542,8.186008486991675e-18,9.094947017729282e-13,False
114,0.014702394099505293,0.17147824409822543,32670.235756504542,1.637201697398335e-17,1.8189894035458565e-12,False
115,0.014702394099505288,0.1714782440982254,32670.23575650453,8.186008486991675e-18,9.094947017729282e-13,False
116,0.014702394099505288,0.1714782440982254,32670.23575650453,1.637201697398335e-17,1.8189894035458565e-12,False
117,0.014702394099505283,0.17147824409822537,32670.235756504528,8.186008486991675e-18,9.094947017729282e-13,False
118,0.014702394099505283,0.17147824409822537,32670.235756504528,8.186008486991675e-18,9.094947017729282e-13,False
119,0.014702394099505283,0.17147824409822537,32670.235756504524,8.186008486991672e-18,9.094947017729282e-13,False
120,0.01470239409950528,0.17147824409822535,32670.23575650452,0.0,0.0,False
