1.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00
1.000000000000000000e+00,-1.712647636525754802e-02,-5.000000000000000000e-01,1.090977268831384329e-02
9.997431028545211706e-01,-3.407209267048837142e-02,-4.998363534096753047e-01,2.169192880024747166e-02
9.992320214644638821e-01,-5.083248996252325014e-02,-4.995109744776715655e-01,3.234325096192829097e-02
9.984695341150260361e-01,-6.740340512523632088e-02,-4.990258257132426656e-01,4.286059713975775426e-02
9.974584830381474365e-01,-8.378067195106683740e-02,-4.983829167561463214e-01,5.324090154070408587e-02
9.962017729588814596e-01,-9.996022217401456800e-02,-4.975843032330357629e-01,6.348117548021277312e-02
9.947023696262712322e-01,-1.159380864638612646e-01,-4.966320856008325513e-01,7.357850821749147008e-02
9.929632983293132931e-01,-1.317103953813831829e-01,-4.955284079775701955e-01,8.353006775793830885e-02
9.909876423985924943e-01,-1.472733802943349268e-01,-4.942754569612011206e-01,9.333310162249477959e-02
9.887785416941774486e-01,-1.626233742539979765e-01,-4.928754604368636993e-01,1.029849375837165737e-01
9.863391910803674945e-01,-1.777568128321011798e-01,-4.913306863731079499e-01,1.124829843683680108e-01
9.836728388878859253e-01,-1.926702349179352236e-01,-4.896434416075824414e-01,1.218247323263582371e-01
9.807827853641168936e-01,-2.073602834754963153e-01,-4.878160706226870591e-01,1.310077540658496076e-01
9.776723811119844010e-01,-2.218237062605089849e-01,-4.858509543116993346e-01,1.400297050543812816e-01
9.743450255180767794e-01,-2.360573564971917837e-01,-4.837505087358835998e-01,1.488883241858632300e-01
9.708041651706188491e-01,-2.500581935146435897e-01,-4.815171838730956666e-01,1.575814343133090378e-01
9.670532922678991561e-01,-2.638232833427431312e-01,-4.791534623583960095e-01,1.661069427471875692e-01
9.630959430177580272e-01,-2.773497992674671675e-01,-4.766618582171882057e-01,1.744628417192867764e-01
9.589356960287460652e-01,-2.906350223455484993e-01,-4.740449155913988855e-01,1.826472088119955595e-01
9.545761706935628199e-01,-3.036763418784075297e-01,-4.713052074592189444e-01,1.906582073529216048e-01
9.500210255653867009e-01,-3.164712558453068314e-01,-4.684453343489251020e-01,1.984940867747763960e-01
9.452739567277070876e-01,-3.290173712956908636e-01,-4.654679230473034446e-01,2.061531829404709693e-01
9.403386961582717030e-01,-3.413124047006883544e-01,-4.623756253031963692e-01,2.136339184333786168e-01
9.352190100877614265e-01,-3.533541822637678020e-01,-4.591711165266956773e-01,2.209348028127333385e-01
9.299186973538049461e-01,-3.651406401905517018e-01,-4.558570944845046768e-01,2.280544328341457816e-01
9.244415877509466473e-01,-3.766698249178087043e-01,-4.524362779919924860e-01,2.349914926352305311e-01
9.187915403771794720e-01,-3.879398933016562911e-01,-4.489114056024640087e-01,2.417447538863517487e-01
9.129724419776545918e-01,-3.989491127650221514e-01,-4.452852342941687191e-01,2.483130759065063087e-01
9.069882052861792943e-01,-4.096958614044248770e-01,-4.415605381555711140e-01,2.546954057443766573e-01
9.008427673651129286e-01,-4.201786280561484732e-01,-4.377401070694054708e-01,2.608907782245973861e-01
8.945400879442707565e-01,-4.303960123219008893e-01,-4.338267453960364950e-01,2.668983159592933085e-01
8.880841477594422217e-01,-4.403467245540583774e-01,-4.298232706566471051e-01,2.727172293249577328e-01
8.814789468911313763e-01,-4.500295858006121419e-01,-4.257325122167727183e-01,2.783468164047532278e-01
8.747285031041222014e-01,-4.594435277099478965e-01,-4.215573099707013993e-01,2.837864628963293057e-01
8.678368501884730080e-01,-4.685875923956015487e-01,-4.173005130272564589e-01,2.890356419852636582e-01
8.608080363025389925e-01,-4.774609322611486073e-01,-4.129649783974774779e-01,2.940939141842457416e-01
8.536461223186218028e-01,-4.860628097853980090e-01,-4.085535696847137910e-01,2.989609271381342692e-01
